
thermo_style            custom step etotal ke pe density temp press
thermo                  1000

dump                    myDump all xyz 5000 N2_Shock\dump.xyz


# ----------------------------
# Boundary conditions
# ----------------------------

fix xwalls all wall/reflect xhi 16000 units box


# Continue piston from previous position

variable piston_start equal 400000

variable wall_mov equal (step+v_piston_start)*dt*0.01421

fix piston all wall/reflect xlo v_wall_mov units box


# ----------------------------
# Integration
# ----------------------------

fix integrator all nve


# ----------------------------
# Density measurement
# ----------------------------

compute chunks_x all chunk/atom bin/1d x 0.0 10.0 units box

compute temp_chunk all temp/chunk chunks_x temp com yes


fix density_measure all ave/chunk 100 10 1000 chunks_x vx temp density/number density/mass bias temp_chunk norm sample file N2_Shock\dens_contd.profile


# ----------------------------
# Restart files
# ----------------------------

restart 100000 N2_Shock\restart\shock_combined_1.restart


run 400000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 16.5
  ghost atom cutoff = 16.5
  binsize = 8.25, bins = 1940 32 32
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 33.5 | 47.91 | 69.24 Mbytes
   Step         TotEng         KinEng         PotEng        Density          Temp          Press     
     62000   1528155.5      1494194.1      33961.418      0.0078617168   1414.3302      50.808972    
     63000   1530523.3      1496756.6      33766.717      0.0078617168   1416.7557      51.340844    
     64000   1533535.1      1499802.4      33732.721      0.0078617168   1419.6388      51.255912    
     65000   1536176        1502004.9      34171.079      0.0078617168   1421.7235      50.869201    
     66000   1538799.2      1504886.9      33912.256      0.0078617168   1424.4515      51.500554    
     67000   1541106.1      1507071.3      34034.812      0.0078617168   1426.5192      52.135382    
     68000   1543783.2      1509607.5      34175.759      0.0078617168   1428.9198      51.180488    
     69000   1546721.6      1512477.8      34243.732      0.0078617168   1431.6367      51.451769    
     70000   1549529.1      1515449.6      34079.574      0.0078617168   1434.4496      52.498739    
     71000   1552350.5      1518484.2      33866.284      0.0078617168   1437.322       51.545259    
     72000   1555498.2      1521421.7      34076.459      0.0078617168   1440.1025      51.954317    
     73000   1558337.7      1524391.9      33945.824      0.0078617168   1442.9139      52.36161     
     74000   1561184.9      1527065.8      34119.092      0.0078617168   1445.445       52.609836    
     75000   1563894.3      1529997.4      33896.884      0.0078617168   1448.2199      51.551398    
     76000   1566285.5      1532188.1      34097.323      0.0078617168   1450.2935      52.924102    
     77000   1568647.2      1534510.5      34136.759      0.0078617168   1452.4917      52.658137    
     78000   1571141.7      1536953.8      34187.878      0.0078617168   1454.8044      52.672123    
     79000   1574496.9      1540342.2      34154.67       0.0078617168   1458.0117      52.224204    
     80000   1577167.3      1543167.9      33999.378      0.0078617168   1460.6864      53.138193    
     81000   1580201.5      1546173.4      34028.082      0.0078617168   1463.5313      52.82469     
     82000   1582977.7      1548771.6      34206.107      0.0078617168   1465.9906      52.646643    
     83000   1585834.3      1551738.7      34095.636      0.0078617168   1468.7991      53.714187    
     84000   1588468.4      1554053.8      34414.521      0.0078617168   1470.9905      53.144029    
     85000   1591555.5      1557425.1      34130.455      0.0078617168   1474.1815      53.617471    
     86000   1594199.2      1559920.1      34279.111      0.0078617168   1476.5432      53.35182     
     87000   1596682.1      1562686.6      33995.462      0.0078617168   1479.1619      53.40025     
     88000   1599294.8      1565004.3      34290.51       0.0078617168   1481.3556      53.838941    
     89000   1602034        1567847.2      34186.796      0.0078617168   1484.0466      53.745231    
     90000   1604842.4      1570636.9      34205.531      0.0078617168   1486.6872      53.676544    
     91000   1607425.2      1573055.6      34369.566      0.0078617168   1488.9766      53.940901    
     92000   1610115.4      1575845.9      34269.491      0.0078617168   1491.6177      54.203057    
     93000   1612616.7      1578310.2      34306.483      0.0078617168   1493.9504      53.993388    
     94000   1615570.7      1581496.6      34074.075      0.0078617168   1496.9664      54.145716    
     95000   1618077.5      1583653.3      34424.209      0.0078617168   1499.0079      54.621028    
     96000   1620786.2      1586455.3      34330.882      0.0078617168   1501.6601      54.474949    
     97000   1623574.3      1589449.9      34124.406      0.0078617168   1504.4947      54.001312    
     98000   1626334.9      1591873.9      34461.073      0.0078617168   1506.789       55.129712    
     99000   1629207.9      1595106.6      34101.344      0.0078617168   1509.849       54.802551    
    100000   1632230        1597882.6      34347.392      0.0078617168   1512.4766      54.469796    
    101000   1634900.6      1600755        34145.618      0.0078617168   1515.1954      55.323293    
    102000   1637440.3      1603292.2      34148.114      0.0078617168   1517.597       55.301185    
    103000   1639958.8      1605482.6      34476.16       0.0078617168   1519.6704      54.584912    
    104000   1642534.2      1608376        34158.216      0.0078617168   1522.4092      55.231542    
    105000   1645541.7      1611067.9      34473.807      0.0078617168   1524.9572      55.084964    
    106000   1648340.6      1614109.5      34231.046      0.0078617168   1527.8362      55.194128    
    107000   1651012.7      1616743.2      34269.461      0.0078617168   1530.3291      55.76958     
    108000   1653628.1      1619216.9      34411.199      0.0078617168   1532.6706      55.474947    
    109000   1656017        1621609.2      34407.738      0.0078617168   1534.9351      55.524815    
    110000   1658905        1624541.8      34363.285      0.0078617168   1537.7109      56.246198    
    111000   1661695        1627227.1      34467.902      0.0078617168   1540.2527      54.898166    
    112000   1664128.5      1629851.1      34277.405      0.0078617168   1542.7364      56.451558    
    113000   1666914        1632250.7      34663.235      0.0078617168   1545.0078      56.175524    
    114000   1669574.8      1634912.3      34662.454      0.0078617168   1547.5271      55.239968    
    115000   1672177.4      1638005.7      34171.722      0.0078617168   1550.4551      56.817364    
    116000   1674808.9      1640293.2      34515.721      0.0078617168   1552.6204      56.132673    
    117000   1677284.3      1642685.6      34598.737      0.0078617168   1554.8849      56.124981    
    118000   1679819.3      1645351.3      34467.994      0.0078617168   1557.4081      56.689727    
    119000   1682083.6      1647730.6      34352.974      0.0078617168   1559.6602      56.796331    
    120000   1684668.9      1650027.2      34641.667      0.0078617168   1561.8341      56.01731     
    121000   1687594.3      1653028.7      34565.619      0.0078617168   1564.6752      57.153944    
    122000   1690350.7      1655733        34617.672      0.0078617168   1567.2349      57.235173    
    123000   1692760.1      1658188.2      34571.867      0.0078617168   1569.5589      56.01895     
    124000   1695451        1661209.5      34241.504      0.0078617168   1572.4187      57.375717    
    125000   1697765.2      1663317        34448.2        0.0078617168   1574.4136      57.18213     
    126000   1700712.6      1666354.7      34357.852      0.0078617168   1577.2889      57.022736    
    127000   1703476.3      1669159.9      34316.346      0.0078617168   1579.9442      57.202594    
    128000   1706123.5      1671628.5      34494.99       0.0078617168   1582.2808      57.569675    
    129000   1708599.5      1674228.1      34371.441      0.0078617168   1584.7414      57.132609    
    130000   1710725.9      1676349.8      34376.093      0.0078617168   1586.7498      57.629781    
    131000   1713177        1678710.2      34466.781      0.0078617168   1588.984       57.528461    
    132000   1715543.8      1681156.5      34387.388      0.0078617168   1591.2995      57.433986    
    133000   1718346.1      1683983.8      34362.263      0.0078617168   1593.9758      58.180935    
    134000   1720814.1      1686578.9      34235.173      0.0078617168   1596.4322      57.140233    
    135000   1723338.4      1688735.5      34602.928      0.0078617168   1598.4735      58.239464    
    136000   1726066.7      1691653.6      34413.168      0.0078617168   1601.2356      58.213285    
    137000   1728674.2      1694233.9      34440.274      0.0078617168   1603.678       57.538921    
    138000   1731114.3      1696608.2      34506.1        0.0078617168   1605.9254      58.475265    
    139000   1733666        1699305.6      34360.406      0.0078617168   1608.4786      58.385801    
    140000   1736384.7      1701787.2      34597.49       0.0078617168   1610.8276      57.962232    
    141000   1738569.6      1704348.7      34220.856      0.0078617168   1613.2522      59.00595     
    142000   1741740.7      1707247.1      34493.61       0.0078617168   1615.9957      58.155772    
    143000   1744507.6      1709916        34591.601      0.0078617168   1618.5219      59.046754    
    144000   1746974.3      1712305.5      34668.745      0.0078617168   1620.7837      58.409489    
    145000   1749513.9      1714920        34593.919      0.0078617168   1623.2584      59.060713    
    146000   1751631.4      1717264.6      34366.733      0.0078617168   1625.4777      58.566576    
    147000   1754230        1719531        34698.977      0.0078617168   1627.623       59.273678    
    148000   1757095        1722365.5      34729.551      0.0078617168   1630.3059      59.387098    
    149000   1759571.9      1725309.3      34262.61       0.0078617168   1633.0924      58.703809    
    150000   1762254.9      1727673.3      34581.571      0.0078617168   1635.3301      59.444049    
    151000   1764811.9      1730037.2      34774.616      0.0078617168   1637.5677      59.688927    
    152000   1767436.7      1732962.6      34474.153      0.0078617168   1640.3366      59.548899    
    153000   1769951.4      1735496.7      34454.704      0.0078617168   1642.7353      59.39436     
    154000   1772524.2      1737726        34798.161      0.0078617168   1644.8455      59.71759     
    155000   1775170        1740498.9      34671.074      0.0078617168   1647.4702      59.530334    
    156000   1777480.8      1743087.4      34393.404      0.0078617168   1649.9203      60.041496    
    157000   1780351.2      1745567.3      34783.919      0.0078617168   1652.2676      59.748167    
    158000   1783345.6      1748670.9      34674.718      0.0078617168   1655.2054      59.929117    
    159000   1785717.3      1750724.1      34993.18       0.0078617168   1657.1488      60.318004    
    160000   1788175        1753501.4      34673.588      0.0078617168   1659.7777      60.126831    
    161000   1791222.1      1756776.2      34445.937      0.0078617168   1662.8774      60.355326    
    162000   1793819        1759076.5      34742.557      0.0078617168   1665.0548      60.359693    
    163000   1796261        1761748.4      34512.667      0.0078617168   1667.5838      60.682645    
    164000   1798610.5      1764193.5      34417.062      0.0078617168   1669.8983      60.316388    
    165000   1801223.1      1766617.1      34606.03       0.0078617168   1672.1924      60.717757    
    166000   1803591        1768721.3      34869.76       0.0078617168   1674.184       60.750812    
    167000   1805857.3      1771051.2      34806.101      0.0078617168   1676.3894      60.853565    
    168000   1808545.2      1774152.3      34392.853      0.0078617168   1679.3248      61.000552    
    169000   1811458.5      1776596.1      34862.366      0.0078617168   1681.638       61.207186    
    170000   1814152        1779547.6      34604.447      0.0078617168   1684.4317      61.004595    
    171000   1816751.6      1782151.7      34599.944      0.0078617168   1686.8966      61.467079    
    172000   1819434.7      1784684        34750.699      0.0078617168   1689.2936      61.285408    
    173000   1822003.7      1787101.3      34902.426      0.0078617168   1691.5817      61.238394    
    174000   1824644.2      1789742.7      34901.491      0.0078617168   1694.0819      61.918642    
    175000   1826722.6      1791440.6      35281.963      0.0078617168   1695.689       61.509467    
    176000   1829218.6      1794532.6      34685.916      0.0078617168   1698.6158      61.398745    
    177000   1831571.3      1796535.7      35035.632      0.0078617168   1700.5118      61.85923     
    178000   1833926.9      1799120.2      34806.705      0.0078617168   1702.9582      61.864576    
    179000   1836568.5      1801639.3      34929.209      0.0078617168   1705.3426      61.456048    
    180000   1839229.8      1804535.6      34694.183      0.0078617168   1708.0841      61.95772     
    181000   1841950.3      1806877.2      35073.19       0.0078617168   1710.3005      62.708629    
    182000   1844428.7      1809639.1      34789.61       0.0078617168   1712.9148      61.489898    
    183000   1846876.6      1812030        34846.592      0.0078617168   1715.178       62.282557    
    184000   1849207.7      1814359.7      34847.995      0.0078617168   1717.3831      62.664565    
    185000   1851743.7      1816819.1      34924.586      0.0078617168   1719.711       62.459092    
    186000   1853975.9      1818943.6      35032.356      0.0078617168   1721.722       62.492942    
    187000   1856450.6      1821598.1      34852.496      0.0078617168   1724.2346      62.67771     
    188000   1859592.7      1824619.5      34973.194      0.0078617168   1727.0945      63.140849    
    189000   1862314.5      1827484.1      34830.333      0.0078617168   1729.8061      62.207607    
    190000   1864728.3      1830120.9      34607.385      0.0078617168   1732.3019      63.28937     
    191000   1867228        1832088.3      35139.665      0.0078617168   1734.1641      62.801383    
    192000   1869478.5      1834566.9      34911.636      0.0078617168   1736.5103      62.822546    
    193000   1872113.6      1837132.7      34980.928      0.0078617168   1738.9389      63.247619    
    194000   1874800        1840049.6      34750.359      0.0078617168   1741.6999      63.237407    
    195000   1877720        1842891.5      34828.505      0.0078617168   1744.3899      63.344332    
    196000   1880163.4      1845133.1      35030.225      0.0078617168   1746.5117      63.1334      
    197000   1882807.3      1847849.8      34957.488      0.0078617168   1749.0832      63.898526    
    198000   1885869.8      1850925.2      34944.619      0.0078617168   1751.9942      63.367566    
    199000   1888344.9      1853613        34731.886      0.0078617168   1754.5383      63.373057    
    200000   1890858.2      1855843.8      35014.402      0.0078617168   1756.6499      64.113776    
    201000   1893703.7      1858807.5      34896.141      0.0078617168   1759.4552      63.693855    
    202000   1896049.3      1861214.6      34834.744      0.0078617168   1761.7336      63.726368    
    203000   1898714.9      1863295.1      35419.857      0.0078617168   1763.7029      64.001318    
    204000   1901421.7      1866345.9      35075.853      0.0078617168   1766.5907      64.547087    
    205000   1904231.7      1869520.6      34711.136      0.0078617168   1769.5957      64.124496    
    206000   1906859.9      1871652.3      35207.583      0.0078617168   1771.6135      64.220621    
    207000   1909603        1874444.6      35158.424      0.0078617168   1774.2565      64.846038    
    208000   1911860.6      1876818.5      35042.064      0.0078617168   1776.5036      64.345102    
    209000   1914059.8      1879232.9      34826.937      0.0078617168   1778.7889      64.246865    
    210000   1917215.1      1882116.2      35098.855      0.0078617168   1781.5181      65.245327    
    211000   1919993.1      1885116.4      34876.647      0.0078617168   1784.3579      64.906005    
    212000   1922361.8      1887131.2      35230.591      0.0078617168   1786.2651      64.661703    
    213000   1925471.3      1890593.5      34877.859      0.0078617168   1789.5422      65.127432    
    214000   1928137.1      1892951.3      35185.828      0.0078617168   1791.774       65.365698    
    215000   1931260.4      1896203.4      35056.971      0.0078617168   1794.8523      65.160464    
    216000   1934044.4      1898770.4      35274.028      0.0078617168   1797.2821      65.26066     
    217000   1936843.8      1901675.4      35168.375      0.0078617168   1800.0318      65.58347     
    218000   1939392.6      1904376.9      35015.733      0.0078617168   1802.589       65.63011     
    219000   1941700        1906197        35503.013      0.0078617168   1804.3118      65.531848    
    220000   1944445.2      1909628        34817.161      0.0078617168   1807.5594      65.748479    
    221000   1947323.6      1912320        35003.569      0.0078617168   1810.1075      65.993988    
    222000   1950041.7      1914908.7      35132.995      0.0078617168   1812.5579      66.069966    
    223000   1952502        1917755.1      34746.926      0.0078617168   1815.2521      65.462053    
    224000   1955505.4      1920018.6      35486.835      0.0078617168   1817.3946      66.161909    
    225000   1957775.2      1922313.1      35462.12       0.0078617168   1819.5665      65.95426     
    226000   1960595.1      1925809.3      34785.796      0.0078617168   1822.8758      66.356511    
    227000   1963534        1928268        35266.003      0.0078617168   1825.2031      66.068614    
    228000   1966305.2      1931058.4      35246.775      0.0078617168   1827.8443      66.833046    
    229000   1969175.8      1934010        35165.856      0.0078617168   1830.6382      66.407251    
    230000   1971924.9      1936564.1      35360.804      0.0078617168   1833.0557      66.296711    
    231000   1974709.8      1939564.5      35145.325      0.0078617168   1835.8958      67.590826    
    232000   1977619.9      1942479.3      35140.529      0.0078617168   1838.6548      66.310075    
    233000   1980192.3      1944783.8      35408.511      0.0078617168   1840.8361      66.753639    
    234000   1982720.6      1947463        35257.604      0.0078617168   1843.3721      67.482237    
    235000   1985482.1      1950514.9      34967.127      0.0078617168   1846.2609      67.055101    
    236000   1987620.8      1952269.3      35351.513      0.0078617168   1847.9215      66.705909    
    237000   1990321.3      1955015.7      35305.515      0.0078617168   1850.5212      67.682489    
    238000   1992863.6      1957554.4      35309.252      0.0078617168   1852.9241      67.584735    
    239000   1995469.1      1960404        35065.035      0.0078617168   1855.6215      67.038619    
    240000   1998066.2      1962835        35231.235      0.0078617168   1857.9225      67.768256    
    241000   2000844.2      1965649.1      35195.125      0.0078617168   1860.5862      68.015219    
    242000   2003725.8      1968459.1      35266.731      0.0078617168   1863.246       67.605485    
    243000   2006386.3      1970990.8      35395.491      0.0078617168   1865.6424      68.102507    
    244000   2009480.5      1973785.3      35695.177      0.0078617168   1868.2875      68.042925    
    245000   2012033.5      1976791.8      35241.715      0.0078617168   1871.1333      67.920501    
    246000   2014548.1      1979225.2      35322.938      0.0078617168   1873.4366      68.557944    
    247000   2016967.4      1981688.3      35279.155      0.0078617168   1875.7681      67.824358    
    248000   2019441.8      1984048        35393.874      0.0078617168   1878.0016      68.501841    
    249000   2022357.5      1986995.9      35361.558      0.0078617168   1880.792       68.550268    
    250000   2025130.1      1989736        35394.067      0.0078617168   1883.3857      68.323548    
    251000   2027987.1      1992880        35107.083      0.0078617168   1886.3616      68.475895    
    252000   2030380.6      1994874.9      35505.66       0.0078617168   1888.2499      69.231373    
    253000   2033048        1997432.8      35615.2        0.0078617168   1890.6711      68.529654    
    254000   2035598.8      1999923.2      35675.563      0.0078617168   1893.0284      69.254866    
    255000   2038047.7      2002666.1      35381.611      0.0078617168   1895.6246      68.848274    
    256000   2040418.4      2005078.8      35339.576      0.0078617168   1897.9084      69.251944    
    257000   2043433.5      2007815.4      35618.109      0.0078617168   1900.4987      69.559794    
    258000   2045988.4      2010097.6      35890.841      0.0078617168   1902.6589      68.898423    
    259000   2048821        2013417.6      35403.431      0.0078617168   1905.8015      69.624065    
    260000   2051855.9      2016676.3      35179.573      0.0078617168   1908.886       69.974239    
    261000   2054450.3      2018712.2      35738.033      0.0078617168   1910.8131      69.278835    
    262000   2056994.5      2021337.1      35657.383      0.0078617168   1913.2977      69.561056    
    263000   2059680.3      2024338.3      35342.049      0.0078617168   1916.1385      69.998231    
    264000   2062299.6      2026630.9      35668.69       0.0078617168   1918.3085      69.694113    
    265000   2064826.8      2029516.7      35310.148      0.0078617168   1921.0401      69.907322    
    266000   2067109.9      2031496.1      35613.891      0.0078617168   1922.9137      69.920628    
    267000   2070061.1      2034455.5      35605.636      0.0078617168   1925.7149      70.785124    
    268000   2072983.3      2037312        35671.335      0.0078617168   1928.4187      69.642854    
    269000   2075660.6      2040355.6      35304.974      0.0078617168   1931.2997      70.953074    
    270000   2078341        2042732.9      35608.101      0.0078617168   1933.5499      70.424695    
    271000   2081631.1      2046041.6      35589.482      0.0078617168   1936.6818      70.37751     
    272000   2084300.8      2048780        35520.863      0.0078617168   1939.2737      70.611783    
    273000   2087015.4      2051177.7      35837.734      0.0078617168   1941.5433      71.083515    
    274000   2089711.8      2054120.5      35591.256      0.0078617168   1944.3289      70.488123    
    275000   2092486.9      2056971.2      35515.703      0.0078617168   1947.0272      71.169714    
    276000   2094951.7      2059215.6      35736.042      0.0078617168   1949.1516      71.214678    
    277000   2097450.4      2062046.1      35404.309      0.0078617168   1951.8308      71.044101    
    278000   2099811.1      2064202        35609.097      0.0078617168   1953.8715      71.173401    
    279000   2102372.6      2066736.7      35635.864      0.0078617168   1956.2707      71.608616    
    280000   2105188.8      2069403.3      35785.481      0.0078617168   1958.7948      71.236231    
    281000   2108008.2      2072401.1      35607.061      0.0078617168   1961.6324      71.970309    
    282000   2110769.8      2074915.4      35854.432      0.0078617168   1964.0122      71.536203    
    283000   2113628.1      2077871.1      35757.01       0.0078617168   1966.81        72.009554    
    284000   2116311.5      2080992.4      35319.032      0.0078617168   1969.7645      72.177623    
    285000   2119258.4      2083369.4      35888.963      0.0078617168   1972.0144      71.49869     
    286000   2121934.3      2086360.9      35573.365      0.0078617168   1974.846       72.384043    
    287000   2124516.6      2088784.2      35732.365      0.0078617168   1977.1398      71.905138    
    288000   2127038.6      2091087.4      35951.208      0.0078617168   1979.3199      72.749961    
    289000   2130171.2      2094368.7      35802.588      0.0078617168   1982.4258      72.376109    
    290000   2132856        2097230.5      35625.494      0.0078617168   1985.1346      72.881751    
    291000   2135081.6      2099182.1      35899.508      0.0078617168   1986.9819      71.911426    
    292000   2137803.6      2102055.9      35747.636      0.0078617168   1989.7021      73.377356    
    293000   2140411.7      2104703        35708.68       0.0078617168   1992.2078      72.568653    
    294000   2143148        2107496.5      35651.468      0.0078617168   1994.8519      73.139973    
    295000   2145859        2110486.5      35372.528      0.0078617168   1997.6821      72.801787    
    296000   2148882.1      2113125.7      35756.409      0.0078617168   2000.1802      72.999565    
    297000   2151625.1      2115804.2      35820.893      0.0078617168   2002.7156      73.250402    
    298000   2154198.7      2118559        35639.645      0.0078617168   2005.3232      73.570135    
    299000   2156619.9      2120783        35836.921      0.0078617168   2007.4282      72.608917    
